0,100,1680263033.1268575
1,100,1680263033.1928005
2,100,1680263033.2585592
3,100,1680263033.3242252
4,100,1680263033.3899026
5,100,1680263033.455536
6,100,1680263033.5212092
7,100,1680263033.5868447
8,100,1680263033.6525033
9,100,1680263033.7181532
10,100,1680263033.784391
11,100,1680263033.8505523
12,100,1680263033.9168162
13,100,1680263033.9829726
14,100,1680263034.04901
15,100,1680263034.115063
16,100,1680263034.181497
17,100,1680263034.247327
18,100,1680263034.3132546
19,100,1680263034.379133
20,100,1680263034.445002
21,100,1680263034.5108716
22,100,1680263034.576778
23,100,1680263034.6426427
24,100,1680263034.7084444
25,100,1680263034.7743247
26,100,1680263034.840198
27,100,1680263034.9060855
28,100,1680263034.9719956
29,100,1680263035.0378525
30,100,1680263035.1037133
31,100,1680263035.169396
32,100,1680263035.2350602
33,100,1680263035.300724
34,100,1680263035.366384
35,100,1680263035.4320278
36,100,1680263035.4976563
37,100,1680263035.5633235
38,100,1680263035.6289594
39,100,1680263035.6952004
40,100,1680263035.7615519
41,100,1680263035.8279932
42,100,1680263035.894436
43,100,1680263035.960813
44,100,1680263036.027131
45,100,1680263036.0935256
46,100,1680263036.159875
47,100,1680263036.226205
48,100,1680263036.2924726
49,100,1680263036.3588753
50,100,1680263036.4253063
51,100,1680263036.4916563
52,100,1680263036.5580063
53,100,1680263036.624681
54,100,1680263036.6908586
55,100,1680263036.7570305
56,100,1680263036.823405
57,100,1680263036.8897748
58,100,1680263036.9561017
59,100,1680263037.0224469
60,100,1680263037.0888798
61,100,1680263037.1552265
62,100,1680263037.221655
63,100,1680263037.2880733
64,100,1680263037.3545144
65,100,1680263037.420858
66,100,1680263037.4872253
67,100,1680263037.5535429
68,100,1680263037.619839
69,100,1680263037.6862826
70,100,1680263037.752639
71,100,1680263037.818998
72,100,1680263037.8854163
73,100,1680263037.9517305
74,100,1680263038.01812
75,100,1680263038.0844855
76,100,1680263038.1508052
77,100,1680263038.2171087
78,100,1680263038.2835734
79,100,1680263038.3499134
80,100,1680263038.4162629
81,100,1680263038.4825375
82,100,1680263038.5488248
83,100,1680263038.6151993
84,100,1680263038.6815245
85,100,1680263038.7479324
86,100,1680263038.814389
87,100,1680263038.8807728
88,100,1680263038.947123
89,100,1680263039.0133893
90,100,1680263039.0796719
91,100,1680263039.1462333
92,100,1680263039.2126327
93,100,1680263039.2791095
94,100,1680263039.3453915
95,100,1680263039.411649
96,100,1680263039.4778633
97,100,1680263039.5444152
98,100,1680263039.6106482
99,100,1680263039.6769717
