0,1,1680249276.8292928
1,1,1680249276.8563008
2,1,1680249276.8831205
3,1,1680249276.9098198
4,1,1680249276.9365468
5,1,1680249276.9632185
6,1,1680249276.9898765
7,1,1680249277.0165517
8,1,1680249277.0431712
9,1,1680249277.0698211
10,2,1680249277.0964592
11,2,1680249277.1231124
12,2,1680249277.1497152
13,2,1680249277.1764247
14,2,1680249277.2030764
15,2,1680249277.229759
16,2,1680249277.2564273
17,2,1680249277.283141
18,2,1680249277.3097906
19,2,1680249277.3364582
20,2,1680249277.363108
21,2,1680249277.3897636
22,2,1680249277.4164646
23,2,1680249277.4431021
24,2,1680249277.4697661
25,2,1680249277.4965012
26,2,1680249277.5240185
27,2,1680249277.5513217
28,2,1680249277.5786457
29,2,1680249277.6058867
30,2,1680249277.6333334
31,2,1680249277.6605563
32,2,1680249277.6878982
33,2,1680249277.7151046
34,2,1680249277.742277
35,2,1680249277.7694898
36,2,1680249277.796771
37,2,1680249277.824174
38,2,1680249277.8517196
39,2,1680249277.8789573
40,2,1680249277.906285
41,2,1680249277.933678
42,2,1680249277.9609087
43,2,1680249277.9882936
44,2,1680249278.0157912
45,2,1680249278.0431888
46,2,1680249278.0702877
47,2,1680249278.0973601
48,2,1680249278.1242533
49,2,1680249278.1517146
50,2,1680249278.178886
51,2,1680249278.2061584
52,2,1680249278.2332447
53,2,1680249278.2604542
54,2,1680249278.287607
55,2,1680249278.3147542
56,2,1680249278.3419886
57,2,1680249278.3690639
58,2,1680249278.3963583
59,2,1680249278.4235559
60,2,1680249278.4508202
61,2,1680249278.4778721
62,2,1680249278.5050442
63,2,1680249278.5321734
64,2,1680249278.5594676
65,2,1680249278.586639
66,2,1680249278.6143632
67,2,1680249278.6414506
68,2,1680249278.6686363
69,2,1680249278.6958284
70,2,1680249278.7229922
71,2,1680249278.7502427
72,2,1680249278.777425
73,2,1680249278.8045642
74,2,1680249278.831795
75,2,1680249278.859061
76,2,1680249278.8862338
77,2,1680249278.913479
78,2,1680249278.940713
79,2,1680249278.9680774
80,2,1680249278.995292
81,2,1680249279.0225265
82,2,1680249279.049784
83,2,1680249279.0770075
84,2,1680249279.104064
85,2,1680249279.1313727
86,2,1680249279.1585884
87,2,1680249279.1857858
88,2,1680249279.2131035
89,2,1680249279.2401745
90,2,1680249279.267402
91,2,1680249279.2945967
92,2,1680249279.3218253
93,2,1680249279.349025
94,2,1680249279.3762758
95,2,1680249279.4034944
96,2,1680249279.4307306
97,2,1680249279.4578264
98,2,1680249279.4850686
99,2,1680249279.5123088
