1,100,1680263766.4332337,-101,54.0
2,100,1680263766.6035295,-95,54.0
3,100,1680263766.7740693,-101,54.0
4,100,1680263766.944611,-73,54.25
5,100,1680263767.1151257,-72,54.25
6,100,1680263767.2855458,-73,54.25
7,100,1680263767.4558802,-72,54.25
8,100,1680263767.6261497,-72,54.25
9,100,1680263767.7964494,-73,54.25
10,100,1680263767.9667194,-73,54.5
11,100,1680263768.1370337,-73,54.25
12,100,1680263768.308086,-75,54.0
13,100,1680263768.4790666,-74,54.0
14,100,1680263768.6499887,-72,54.25
15,100,1680263768.8208098,-73,54.25
16,100,1680263768.9917111,-76,54.25
17,100,1680263769.1627822,-74,54.0
18,100,1680263769.3338215,-73,53.75
19,100,1680263769.504868,-75,54.25
20,100,1680263769.6759408,-73,54.25
21,100,1680263769.846926,-74,54.25
22,100,1680263770.01794,-74,54.0
23,100,1680263770.1889453,-74,54.25
24,100,1680263770.3600233,-74,54.0
25,100,1680263770.531074,-76,54.0
26,100,1680263770.7021983,-76,54.25
27,100,1680263770.8732994,-76,54.0
28,100,1680263771.0443733,-76,54.0
29,100,1680263771.215564,-75,54.0
30,100,1680263771.3866076,-74,54.25
31,100,1680263771.557877,-71,54.25
32,100,1680263771.7283528,-71,54.5
33,100,1680263771.8988836,-71,54.5
34,100,1680263772.0693347,-74,54.0
35,100,1680263772.2396595,-75,54.25
36,100,1680263772.4103992,-73,54.0
37,100,1680263772.5815349,-73,54.25
38,100,1680263772.7526023,-74,54.25
39,100,1680263772.9236343,-77,54.25
40,100,1680263773.0945766,-73,54.0
41,100,1680263773.2650015,-73,54.5
42,100,1680263773.4354956,-73,54.5
43,100,1680263773.6059017,-73,54.25
44,100,1680263773.7762053,-72,54.5
45,100,1680263773.946574,-74,54.25
46,100,1680263774.1169116,-74,54.0
47,100,1680263774.2872086,-73,54.25
48,100,1680263774.4575357,-74,54.5
49,100,1680263774.6287405,-76,54.25
50,100,1680263774.7997181,-75,54.0
51,100,1680263774.970738,-73,54.0
52,100,1680263775.1417792,-73,54.25
53,100,1680263775.3128676,-73,54.0
54,100,1680263775.4839761,-74,54.25
55,100,1680263775.6550174,-75,54.25
56,100,1680263775.8260171,-73,54.25
57,100,1680263775.9971302,-77,54.5
58,100,1680263776.1680114,-73,54.25
