1,100,1680340324.924131,-81,54.5
2,100,1680340325.1239293,-81,54.5
3,100,1680340325.3238177,-85,54.5
4,100,1680340325.524462,-82,54.75
5,100,1680340325.725356,-83,54.25
6,100,1680340325.9262753,-83,54.5
7,100,1680340326.1271574,-85,54.75
8,100,1680340326.3280802,-82,54.75
9,100,1680340326.5290146,-82,54.75
10,100,1680340326.7299259,-81,54.75
11,100,1680340326.930844,-81,54.75
12,100,1680340327.1318147,-81,54.75
13,100,1680340327.3328183,-81,54.75
14,100,1680340327.533726,-81,54.5
15,100,1680340327.734854,-83,54.25
16,100,1680340327.9356277,-82,54.5
17,100,1680340328.1365104,-84,54.75
18,100,1680340328.3373957,-81,54.5
19,100,1680340328.5384412,-81,54.5
20,100,1680340328.7393756,-83,54.5
21,100,1680340328.9405942,-81,54.75
22,100,1680340329.1417515,-81,54.5
23,100,1680340329.3428063,-82,54.5
24,100,1680340329.5438838,-81,54.75
25,100,1680340329.744779,-82,54.75
26,100,1680340329.9457316,-81,54.5
27,100,1680340330.146691,-82,54.25
28,100,1680340330.3477206,-83,54.5
29,100,1680340330.5486605,-85,54.75
30,100,1680340330.7494106,-82,54.25
31,100,1680340330.9503243,-82,54.75
32,100,1680340331.1512332,-82,54.75
33,100,1680340331.3521624,-82,54.75
34,100,1680340331.5530863,-81,54.25
35,100,1680340331.7539954,-82,54.5
36,100,1680340331.9549284,-82,54.5
37,100,1680340332.1558867,-83,54.25
38,100,1680340332.3567433,-83,54.75
39,100,1680340332.5576365,-82,54.5
40,100,1680340332.7585328,-81,54.5
41,100,1680340332.959441,-82,54.0
42,100,1680340333.160348,-85,54.75
43,100,1680340333.361204,-81,54.75
44,100,1680340333.56217,-82,54.5
45,100,1680340333.763068,-83,54.25
46,100,1680340333.9639282,-81,54.5
47,100,1680340334.1649184,-81,54.5
48,100,1680340334.3659198,-81,54.5
