0,1,1680226073.0425472
1,1,1680226073.0509791
2,1,1680226073.0591178
3,1,1680226073.0671332
4,1,1680226073.075086
5,1,1680226073.0830462
6,1,1680226073.0910966
7,1,1680226073.0991197
8,1,1680226073.1071086
9,1,1680226073.1150572
10,2,1680226073.1230197
11,2,1680226073.1309915
12,2,1680226073.138972
13,2,1680226073.1469367
14,2,1680226073.1548944
15,2,1680226073.1629245
16,2,1680226073.1709366
17,2,1680226073.1789188
18,2,1680226073.1869218
19,2,1680226073.1948905
20,2,1680226073.202895
21,2,1680226073.210859
22,2,1680226073.2188337
23,2,1680226073.226792
24,2,1680226073.2347784
25,2,1680226073.2427485
26,2,1680226073.2507248
27,2,1680226073.2587194
28,2,1680226073.266739
29,2,1680226073.2747216
30,2,1680226073.282712
31,2,1680226073.2907386
32,2,1680226073.2987611
33,2,1680226073.3067372
34,2,1680226073.314685
35,2,1680226073.322666
36,2,1680226073.3306298
37,2,1680226073.3386478
38,2,1680226073.3466578
39,2,1680226073.354641
40,2,1680226073.3625927
41,2,1680226073.3705592
42,2,1680226073.378504
43,2,1680226073.3865159
44,2,1680226073.394483
45,2,1680226073.4024608
46,2,1680226073.4104524
47,2,1680226073.4184082
48,2,1680226073.426456
49,2,1680226073.4343975
50,2,1680226073.442366
51,2,1680226073.4503474
52,2,1680226073.4583204
53,2,1680226073.4663873
54,2,1680226073.474341
55,2,1680226073.4823217
56,2,1680226073.4903157
57,2,1680226073.4983244
58,2,1680226073.5063472
59,2,1680226073.5143304
60,2,1680226073.5223105
61,2,1680226073.5302954
62,2,1680226073.538259
63,2,1680226073.546287
64,2,1680226073.5542696
65,2,1680226073.5622382
66,2,1680226073.5702388
67,2,1680226073.5782661
68,2,1680226073.5862527
69,2,1680226073.5942616
70,2,1680226073.6022904
71,2,1680226073.6102517
72,2,1680226073.6182146
73,2,1680226073.6262267
74,2,1680226073.6342165
75,2,1680226073.6421864
76,2,1680226073.6501637
77,2,1680226073.6581306
78,2,1680226073.6661065
79,2,1680226073.6741087
80,2,1680226073.682133
81,2,1680226073.6901498
82,2,1680226073.6985612
83,2,1680226073.7070215
84,2,1680226073.7154317
85,2,1680226073.7237713
86,2,1680226073.7322197
87,2,1680226073.7405808
88,2,1680226073.7489722
89,2,1680226073.7573287
90,2,1680226073.765717
91,2,1680226073.7741578
92,2,1680226073.7825167
93,2,1680226073.7908988
94,2,1680226073.799296
95,2,1680226073.807682
96,2,1680226073.816139
97,2,1680226073.8244882
98,2,1680226073.832852
99,2,1680226073.8412235
