0,100,1679824068.698336,-99,58.75
1,100,1679824068.7641852,-94,58.5
2,100,1679824068.8298256,-97,58.5
3,100,1679824068.8953679,-95,58.5
4,100,1679824068.9609087,-93,58.75
5,100,1679824069.0264823,-95,58.5
6,100,1679824069.0920486,-93,58.5
7,100,1679824069.1576216,-93,58.5
8,100,1679824069.2232435,-93,58.5
9,100,1679824069.2888422,-93,58.25
10,100,1679824069.3551528,-95,58.75
11,100,1679824069.4214163,-94,59.0
12,100,1679824069.4874597,-93,58.5
13,100,1679824069.5536928,-94,58.5
14,100,1679824069.6199002,-94,58.75
15,100,1679824069.6861322,-94,58.75
16,100,1679824069.7523234,-93,57.5
17,100,1679824069.8184536,-97,58.5
18,100,1679824069.8846996,-94,58.75
19,100,1679824069.9509342,-97,58.5
20,100,1679824070.0172553,-97,58.5
21,100,1679824070.08361,-94,58.5
22,100,1679824070.1498709,-93,58.5
23,100,1679824070.2161102,-94,58.5
24,100,1679824070.282354,-97,58.75
25,100,1679824070.348674,-92,58.75
26,100,1679824070.4151042,-94,58.5
27,100,1679824070.4814324,-95,58.25
28,100,1679824070.5477304,-94,58.75
29,100,1679824070.6139402,-93,58.5
30,100,1679824070.680288,-119,58.25
31,100,1679824070.7475982,-93,58.75
32,100,1679824070.8137372,-97,58.25
33,100,1679824070.8800585,-94,58.25
34,100,1679824070.9463434,-95,58.5
35,100,1679824071.0127373,-95,58.75
36,100,1679824071.0790317,-94,58.75
37,100,1679824071.145426,-94,58.5
38,100,1679824071.2117238,-119,58.5
39,100,1679824071.2817237,-94,58.5
40,100,1679824071.3478827,-95,58.75
41,100,1679824071.414045,-96,58.5
42,100,1679824071.4801762,-97,58.5
43,100,1679824071.5465078,-94,58.5
44,100,1679824071.6131687,-93,58.5
45,100,1679824071.6795678,-97,58.5
46,100,1679824071.7456672,-94,58.25
47,100,1679824071.812007,-95,59.0
48,100,1679824071.878082,-97,58.5
49,100,1679824071.944423,-94,58.5
50,100,1679824072.010763,-93,58.75
51,100,1679824072.077115,-93,58.75
52,100,1679824072.1434944,-93,58.5
53,100,1679824072.2097812,-95,58.5
54,100,1679824072.2760155,-95,58.25
55,100,1679824072.3422198,-97,58.5
56,100,1679824072.408479,-93,59.0
57,100,1679824072.4747674,-97,58.5
58,100,1679824072.541103,-97,58.5
59,100,1679824072.6073327,-94,58.75
60,100,1679824072.6737568,-95,58.5
61,100,1679824072.740116,-95,58.5
62,100,1679824072.8064644,-94,58.5
63,100,1679824072.8727362,-93,58.75
64,100,1679824072.9389818,-94,58.75
65,100,1679824073.0052412,-97,58.5
66,100,1679824073.07163,-94,58.5
67,100,1679824073.13823,-110,58.25
68,100,1679824073.204826,-93,58.25
69,100,1679824073.2711926,-95,58.5
70,100,1679824073.3375664,-94,58.25
71,100,1679824073.4040778,-97,58.25
72,100,1679824073.4704852,-93,59.0
73,100,1679824073.5368402,-118,58.5
74,100,1679824073.6036491,-94,58.5
75,100,1679824073.6698062,-95,58.25
76,100,1679824073.7359526,-99,58.5
77,100,1679824073.8022535,-95,58.5
78,100,1679824073.8684826,-95,58.75
79,100,1679824073.9346309,-95,58.5
80,100,1679824074.0007243,-94,58.25
81,100,1679824074.0668137,-93,58.5
82,100,1679824074.1330075,-113,58.5
83,100,1679824074.199481,-118,58.5
84,100,1679824074.2659616,-93,58.5
85,100,1679824074.3323884,-97,58.5
86,100,1679824074.3988254,-93,58.75
87,100,1679824074.4653058,-97,58.5
88,100,1679824074.5317364,-94,58.75
89,100,1679824074.5982597,-93,58.25
90,100,1679824074.6647127,-94,58.75
91,100,1679824074.7311711,-95,58.5
92,100,1679824074.798035,-93,58.25
93,100,1679824074.864155,-93,58.5
94,100,1679824074.930639,-118,58.5
95,100,1679824074.9971578,-93,58.75
96,100,1679824075.0637436,-117,58.5
97,100,1679824075.130251,-119,58.5
98,100,1679824075.1968002,-119,58.5
99,100,1679824075.2633443,-118,58.25
